Final,HƯNG,CHÍ ,TÙNG,title,text
1,1,1,1,Bé gái lớp 3 bị cô giáo đánh tím đùi,"Chiều 12/10, mạng xã hội đăng hình ảnh bé gái ở xã Hòa Thắng, TP Buôn Ma Thuột, với mảng bầm tím ở đùi sau rộng khoảng 15 cm, dài 30 cm. Gia đình nữ sinh cho rằng em bị cô giáo chủ nhiệm đánh vì quên mang bảng con đi học. Khi cô giáo gọi lên bảng làm bài, bé làm không tốt nên cô dùng thước gỗ đánh 15 cái vào đùi.Nữ sinh lớp 3 bị cô chủ nhiệm đánh hôm 6/10. Ảnh: Báo cáo với Phòng Giáo dục và Đào tạo TP Buôn Ma Thuột, bà Trịnh Thị Dung (Hiệu trưởng trường TH Nguyễn Du) cho biết, sự việc xảy ra vào sáng 6/10, trong giờ toán. Nữ sinh không có đồ dùng học tập, không chịu làm bài. Tình trạng này diễn ra nhiều lần trước đó, cô chủ nhiệm vì ""muốn học sinh tiến bộ nên không kiềm chế được bản thân"".Sau sự việc, nhà trường đã tạm đình chỉ cô giáo, yêu cầu xin lỗi bé gái và gia đình. Nhà trường cũng đã xin lỗi phụ huynh và được họ chấp nhận, xem đây là một ""tai nạn nghề nghiệp"" của cô giáo. Tuy nhiên, đến chiều 9/10, trong khi nhà trường đang thực hiện các bước kiểm điểm, xử lý cô giáo thì gia đình bé gái có đơn khiếu nại."
1,1,1,1,4 nữ sinh đánh hội đồng bạn cùng trường,"Chiều 8/10, Ban giám hiệu trường THCS Hội Sơn đã cảnh cáo nữ sinh lớp 8B cùng 3 nữ sinh cùng trường về lỗi đánh nhau. Một nữ sinh khác cùng trường cũng nhận mức kỷ luật này vì quay và phát tán video có nội dung xấu.Lãnh đạo trường THCS Hội Sơn cho rằng, nguyên nhân xuất phát từ việc hai nữ sinh học cùng lớp 8B hiểu nhầm. Một em cho rằng bị bạn cùng lớp nói xấu ""mặc áo mỏng và hở hang"" nên rủ thêm ba bạn thân đánh hội đồng người nói xấu mình.Sau buổi học sáng 1/10, 4 nữ sinh đã chặn nạn nhân khi vừa ra khỏi cổng trường, liên tục tát, dùng mũ bảo hiểm đánh vào đầu bạn. Một em dùng điện thoại ghi lại, sau đó chuyển cho một số bạn khác. Video sau đó được chia sẻ lên mạng xã hội.Trước khi kỷ luật, Ban giám hiệu đã yêu cầu nhóm nữ sinh đánh bạn viết tường trình và bản tự kiểm điểm, xin lỗi bạn. Nữ sinh bị đánh đã được kiểm tra sức khỏe, trở lại trường học tập."
1,1,1,1,Tôi dặn con không cam chịu để thầy giáo đánh',"Ngay từ khi con còn nhỏ, tôi đã dạy cháu: thân thể là của mình, bất cứ ai cũng không có quyền xâm phạm, kể cả cha mẹ hay thầy cô. Nếu bạn không phản ứng với cô giáo khi con mình bị đánh thì làm sao con bạn có ý thức đối với quyền trẻ em của con khi bị bạo hành?Năm lớp 5, con tôi học đúng lớp của một thầy giáo ""khét tiếng"" nhất trường về việc đánh học sinh không nương tay. Con nằng nặc đòi chuyển lớp, tôi nói với con rằng: ""Người khác đánh mình, xâm phạm đến mình là do con không có ý thức phản kháng, không biết đấu tranh chống cái xấu. Mẹ cho phép con có quyền rời lớp khi bị thầy giáo đánh. Con có thể xuống thẳng phòng Ban giám hiệu để yêu cầu gọi cho mẹ"".Kết quả, con làm đúng lời tôi dặn. Từ lúc đó trở đi, con rất thoải mái khi học lớp đó, vì đã biết cách tự bảo vệ. Cha mẹ hãy làm nơi con có thể tin cậy khi cháu đấu tranh với bạo hành, lạm quyền, vi phạm quyền trẻ em trong trường học.Tôi nghĩ nếu đúng là thầy giáo thường xuyên đánh học sinh thì không phải chỉ một mình con bạn như thế. Sao không trao đổi trực tiếp với thầy cô hoặc hội phụ huynh để có một cuộc họp rõ ràng. Nhân đây, tôi cũng nói để các phụ huynh biết rằng, đừng bao giờ im lặng. Hãy phát biểu, lên tiếng để lớp học của con tốt hơn, minh bạch hơn. Bạn im lặng nghĩa là đồng ý với cả cái đúng lẫn cái sai của giáo viên và không ai khác, chính con bạn là người thiệt."
1,1,1,1,Cô giáo dùng thước đánh học sinh bầm tím,"Ngày 2/11, cô Nhung, 27 tuổi, chủ nhiệm lớp 1/2, đã bị Trường Tiểu học Trần Quốc Toản, phường Thuận Thành, kiểm điểm. Hiệu trưởng Dương Quang Nam đánh giá hành vi đánh học sinh là trái với đạo đức nhà giáo.Trường Tiểu học Trần Quốc Toản. Ảnh: Hai ngày trước, anh Nguyễn Đình Quý phát hiện con trai có nhiều vết bầm tím ở tay, chân. Cháu kể do cô giáo chủ nhiệm đánh. Anh sau đó gửi đơn tố cáo cô Nhung bạo hành học sinh tới Phòng Giáo dục và Đào tạo thành phố Huế.Cô Nhung tường trình chiều 30/10 khi cả lớp đang diễn kịch, con anh Quý hiếu động chọc bạn xung quanh nên bị cô dùng thước nhôm dài 50 cm đánh phạt. Khi cô đánh, bé trai ""dùng tay trái tránh nên bị thước va vào các phần trên"". Cô nói đã liên lạc xin lỗi gia đình nam sinh lớp 1 song không được chấp nhận."
1,1,1,1,Muôn vẻ vấn đề bắt nạt học đường ở Nhật Bản,"Bắt nạt học đường là một vấn nạn toàn cầu. Nó xảy ra ở khắp mọi nơi kể cả những đất nước có nền giáo dục tiên tiến. Nhật Bản là một ví dụ điển hình khi mà Quỹ Nhi đồng Liên Hiệp Quốc (UNICEF) đã cho thấy việc bắt nạt trong trường học ở Nhật ở mức cao trong nhóm các nước phát triển được họ khảo sát.Tuy nhiên, không phải phụ huynh nào cũng nhận ra là con cái của họ có đang bị bắt nạt ở trường hay không.Là giáo viên đang dạy học tại Nhật Bản nên tôi sẽ chia sẻ những trường hợp được cho là dấu hiệu của sự bắt nạt cần phải loại bỏ ra khỏi trường học. Bên cạnh đó bài viết cũng sẽ nêu ra một vài biện pháp mà thầy cô hoặc phụ huynh có thể áp dụng giúp các em vượt qua những trường hợp này.Khi có con bạn sẽ hiểu rằng cảm giác muốn sở hữu là một trạng thái bình thường ở trẻ nhỏ. Về mặt tự nhiên, các em sẽ có xu hướng giành lấy một món đồ nào đó mà các em đang chú tâm. Dĩ nhiên, các em thường không biết chia sẻ nếu không được chỉ dẫn từ người lớn."
1,1,1,1,Cô giáo 'liên hoàn tát' có giúp học sinh chăm ngoan hơn?,"Cô đã chọn nghề này tức là cô phải biết kiềm chế sự giận dữ và có kỹ năng. Chứ không thể so sánh ở nhà một đứa còn hò hét mãi không xong thì giáo viên bao nhiêu học sinh làm sao quản được. Thế mới gọi là đặc thù nghề nghiệp. Nghề của cô là phải có kỹ năng và biện pháp để dạy dỗ và quản được học sinh. Học sinh hư, cô có quyền kỷ luật. Nhưng thiếu gì cách kỷ luật mà lại đánh con người ta như kẻ thù như thế. Học sinh làm bài thi, ngồi rất ngoan, đằng này cô cứ thấy ngứa mắt là cô đánh rất chuyên nghiệp chứng tỏ chuyện này xảy ra quá bình thường. Một học sinh mà đến lớp trong sự sợ hãi thì thử hỏi tiếp thu được cái gì?"
1,1,1,1,TP HCM đầu tư 3.200 tỷ đồng xây trường mầm non,"Báo cáo tại Hội nghị Thành ủy TP HCM lần thứ 16 sáng 17/4, Phó chủ tịch UBND thành phố Lê Thanh Liêm cho biết, thành phố vừa đưa vào sử dụng 15 trường mầm non với hơn 5.300 chỗ cho con em công nhân.
 Các trường này được đặt tại khu công nghiệp và khu chế xuất: Tân Thuận, Hiệp Phước, Tân Bình, Cát Lái, Vĩnh Lộc, Tân Tạo...
 Thành phố cũng khởi công 80 dự án trường với hơn 1.000 phòng học thực hiện theo chương trình huy động vốn, cho vay đầu tư xây dựng trường mầm non công lập với tổng mức đầu tư hơn 3.200 tỷ đồng.
 Trường mầm non tại quận Tân Bình. Ảnh:"
1,1,1,1,Cô giáo không nói suốt ba tháng bị cảnh cáo trong một năm,"Trường THPT Long Thới, huyện Nhà Bè. Ảnh:"
1,1,1,1,Thầy giáo Sài Gòn bị kỷ luật vì học sinh đóng cảnh nhạy cảm trong tiết Văn,Ông Phạm Quốc Đạt kể lại sự việc. Ảnh:
1,1,1,1,Giáo viên chủ nhiệm bị khiển trách trong vụ 'cô giáo không nói',"Chiều 19/4, Hội đồng kỷ luật trường THPT Long Thới (huyện Nhà Bè, TP HCM) thống nhất hình thức kỷ luật khiển trách đối với giáo viên chủ nhiệm lớp 11A1. Đây là lớp do cô Trần Thị Minh Châu phụ trách môn Toán.
 Theo các giáo viên trường THPT Long Thới, cô chủ nhiệm là người
 Trước đó, cô Châu nhận hình thức kỷ luật cảnh cáo với thời hạn 12 tháng kể từ ngày 13/4.
 Trường THPT Long Thới. Ảnh:"
1,1,1,1,Học sinh đóng cảnh nhạy cảm trong tiết Văn: 'Sáng tạo để môn học hấp dẫn',"Trước những quan điểm trái chiều về việc thầy Phạm Quốc Đạt (trường THPT Võ Trường Toản, TP HCM) cho học sinh diễn lại các tác phẩm văn học có cảnh nhạy cảm, một số học trò của ông đã lên tiếng.
 Nữ sinh lớp 11B4 cho biết, hồi học kỳ một (cuối năm 2018), lớp được chia thành nhiều nhóm để lên ý tưởng kịch bản, sân khấu hóa một số tác phẩm văn học. Trong đó, tác phẩm (Nguyên Hồng) và (Vũ Trọng Phụng) được một nhóm lên kế hoạch khá chi tiết, các đoạn hội thoại thay đổi cho phù hợp nhưng vẫn đảm bảo cốt truyện."
1,1,1,1,Thầy giáo đăng đề thi lên Facebook bị phê bình,"Đây là hướng xử lý của Ban giám hiệu đối với thầy Tổ trưởng môn Vật lý Lê Anh Trung Nghĩa, ông Phan Hồ Hải (Hiệu trưởng trường THPT Gò Vấp) cho biết chiều 24/12.
 ""Thầy Nghĩa được nhận xét là giáo viên giỏi, có nhiều sáng kiến đổi mới. Nhà trường sẽ không đưa ra hình thức kỷ luật thầy giáo do đề thi không bị lộ, nhưng vẫn phê bình, nhắc nhở đồng thời xếp loại lao động không ở mức tốt"", ông Hải giải thích.
 Với thâm niên hơn 20 năm trong nghề cùng với hệ số chức vụ tổ trưởng, trong quý 4 của ông Nghĩa là hơn 20 triệu đồng. Đây là khoản tiền TP HCM chi cho công chức, viên chức theo cơ chế đặc thù, căn cứ vào năng suất, chất lượng lao động.Trong bốn mức đánh giá lao động, mức hoàn thành xuất sắc và hoàn thành tốt mới được nhận thu nhập tăng thêm, hai mức còn lại là hoàn thành và không hoàn thành sẽ không được nhận khoản này."
1,1,1,1,Cô giáo không giảng bài ở Sài Gòn: 'Tôi sẽ khiếu nại',"Chiều 22/3, cô Trần Thị Minh Châu (nhân viên trường THPT Long Thới, huyện Nhà Bè) khẳng định không có hành vi ném vở hay bài kiểm tra của học sinh như thông tin nhà trường đưa ra trước đó. Việc này cô đã nói rõ trong bản tường trình gửi hiệu trưởng. ""Tôi không có lý do hay sự nóng giận gì để hành động như vậy"", cô khẳng định.
 Theo cô giáo dạy Toán, trong giờ kiểm tra lớp 10A4 hồi đầu tháng 3 cô thu giấy làm bài của học sinh để ký tên, nhằm tránh việc gian lận.Khi hết giờ, bài làm được thu theo tổ. Do phát hiện một xấp bài nhập hai đề nên cô yêu cầu những tổ thu sai quy định tách bài làm và đề theo thứ tự. Sau khi thu bài xong thì cô rời khỏi lớp, không có hành vi quăng bài kiểm tra.
 Về cáo buộc ném vở học sinh, cô Châu kể, hồi giữa học kỳ 2 thấy nhiều học sinh không chép bài nên cô đã kiểm tra vở ghi. Một số em vi phạm nên cô yêu cầu ngồi gần bàn giáo viên, chép bổ sung. ""Trong cuộc họp hội đồng chiều 20/3, hiệu phó đọc biên bản ý kiến học sinh có đoạn Vậy tôi quăng tập trong tình huống nào?"", cô Châu nói."
1,1,1,1,Thầy giáo cho học sinh 'diễn cảnh nhạy cảm' xin rút khỏi công đoàn trường,"Chiều 8/4, ông Phạm Quốc Đạt (giáo viên trường THPT Võ Trường Toản, quận 12) cho biết vừa gửi đơn kiến nghị lên Công đoàn giáo dục TP HCM, xin rút khỏi tổ chức công đoàn cơ sở ở trường. Đây là trường hợp hiếm hoi ở ngành giáo dục thành phố.
 Lý do ông Đạt nêu là không được tổ chức này bảo vệ quyền và lợi ích hợp pháp khi bị trường kỷ luật cảnh cáo, đình chỉ công tác dạy học, chuyển qua làm thư viện. Công đoàn giáo dục TP HCM sau đó đã chuyển đơn về trường THPT Võ Trường Toản để xem xét.
 Ông Phạm Quốc Đạt. Ảnh: 
 Cuộc họp làm rõ những nội dung trong đơn giữa ông Đạt và công đoàn trường sau đó không đi đến thống nhất ở nhiều nội dung. Trong buổi làm việc kéo dài hơn hai giờ, ông Đạt cho rằng công đoàn trường đã thờ ơ, dửng dưng; không đại diện bảo vệ quyền và lợi ích hợp pháp của ông; không thực hiện đầy đủ chức trách để bảo vệ quyền lợi của người lao động."
1,1,1,1,Bỏ quên trẻ mầm non trong nhà vệ sinh,"Khoảng 17h ngày 28/10, sau giờ đứng lớp và hoàn thành việc trả trẻ, cô giáo Hoàng Thị Lĩnh, 46 tuổi, chủ nhiệm lớp 3-4 tuổi C4, Trường Mầm non Tiến Lộc khóa cửa lớp ra về. Tuy nhiên, cô giáo không kiểm tra kỹ các phòng khiến bé Hà Linh, 3 tuổi, bị bỏ quên trong phòng vệ sinh (bên cạnh lớp học).Trường mầm non Tiến Lộc, nơi xảy ra vụ bỏ quên trẻ. Ảnh: Khi phụ huynh đến đón con thì được cô chủ nhiệm thông báo bé đã có người đón về. Người thân về nhà vẫn không thấy con nên nháo nhác đi tìm. Họ tiếp tục gọi cho cô giáo thì vẫn được khẳng định đã trả trẻ. Gia đình lúc này phải báo cáo công an xã và đến trường tìm kiếm.Khoảng 19h cùng ngày, khi đến phòng vệ sinh sát lớp học, mọi người nghe tiếng khóc nên mở khóa, phát hiện bé Hà Linh. ""Cô Lĩnh lý giải do sơ ý, không kiểm tra kỹ nên để quên học trò"", bà Nguyễn Thị Lan, Hiệu trưởng trường Mầm non Tiến Lộc nói."
1,1,1,1,"Bị kỷ luật, thầy giáo kiện nhà trường","TAND quận 12 sẽ xét xử vụ kiện của ông Đạt (35 tuổi) đối với trường THPT Võ Trường Toản vào ngày 10/3. Ngoài việc đòi bồi thường, ông Đạt còn yêu cầu phía bị đơn hủy các quyết định kỷ luật mình; công khai xin lỗi trước toàn thể giáo viên, học sinh và trên 3 số báo liên tiếp.
 Ông Phạm Quốc Đạt kể về tiết học. Ảnh:
 Trong đơn khởi kiện, ông Đạt cho rằng, để học trò khối 11 yêu thích môn Văn, trong tiết ngoại khóa tháng 10/2018, ông cho các em xây dựng ngoại cảnh, sân khấu để diễn một số tác phẩm văn học như . Học sinh tái hiện một số cảnh nhạy cảm như nhân vật Xuân Tóc Đỏ và Tuyết ân ái, cảnh Tám Bính bị hãm hiếp. Những cảnh này sau đó rò rỉ ra ngoài khiến dư luận phản ứng."
1,1,1,1,Cô giáo uống thuốc ngủ tự tử bị buộc thôi việc,"Quyết định được ông Trương Hương Hảo, Hiệu trưởng THCS Hoàng Quốc Việt ký ngày 31/12/2021, công bố ngày 4/1, với hai lý do.Thứ nhất, bà Vũ Như. Theo đó, ngày 11/11 năm ngoái, bà bị Hiệu trưởng trường Hoàng Quốc Việt kỷ luật cảnh cáo với lý do ""không thực hiện nhiệm vụ của hiệu trưởng phân công, vắng mặt không phép từ 18/3 đến 29/10/2021"".Tuy nhiên, từ đầu tháng 11/2021 đến nay, bà tiếp tục tái phạm. Tình trạng này, nhà trường khẳng định đã thông báo nhắc nhở nhưng cô giáo không khắc phục. Vì vậy, trường quyết định buộc thôi việc giáo viên này theo Khoản 1, Điều 19, Nghị định 112 của Chính phủ về việc"
1,1,1,1,"Bị kỷ luật, cô giáo uống thuốc ngủ để tự tử tại cuộc họp","Bà được một số đồng nghiệp đưa đến bệnh viện cấp cứu, được chẩn đoán ngộ độc thuốc gây ngủ. Nữ giáo viên đã bình phục và xuất viện sau gần 3 tiếng.Sáng 4/12, bà Vũ Như - giáo viên Ngữ văn trường THCS Hoàng Quốc Việt - cho biết, sự việc diễn ra tại cuộc họp kiểm điểm viên chức hai ngày trước.Bà bị Hiệu trưởng trường Hoàng Quốc Việt kỷ luật cảnh cáo ngày 11/11 với lý do ""không thực hiện nhiệm vụ của hiệu trưởng phân công, vắng mặt không phép từ 18/3 đến 29/10"".Trường triệu tập cuộc họp viên chức chiều 2/12 kiểm điểm bà Như trước tất cả giáo viên, nhân viên trong trường. Ba sai phạm được nêu ra trong cuộc họp gồm: tự ý bỏ nhiệm sở (từ ngày 1/11 đến nay); gây rối trật tự tại trường THCS Hoàng Quốc Việt (theo quyết định xử phạt vi phạm hành chính của Công an Phường Phú Mỹ); xâm phạm thân thể, xúc phạm danh dự nhân phẩm của đồng nghiệp (đã có kết luận của các cơ quan chuyên môn liên quan)."
1,1,1,1,Nữ sinh lớp 7 bị thầy giáo bắt quỳ,"Hành vi của thầy giáo 51 tuổi này đã được báo cáo với Phòng Giáo dục và Đào tạo quận 4, ông Tân Trung Nghĩa (Hiệu trưởng trường THCS Nguyễn Huệ) cho biết, ngày 5/8.Động thái này được đưa ra sau khi video dài hơn 10 giây phát tán trên Facebook ghi cảnh nữ sinh lớp 7 quỳ ở lối đi hai dãy bàn, còn thầy giáo ngồi xếp chân trên ghế, đánh 3-4 cái vào má em này.Theo Hiệu trưởng Nghĩa, thầy giáo này có thâm niên trên 20 của trường, chuyên môn khá, thân thiện và hòa đồng với học sinh. Sự việc xảy ra vào tiết Toán sáng 1/7 tại lớp 7A4 do ông làm chủ nhiệm. Khi đó, thầy giáo cho học trò lên bảng giải bài tập, còn ông ngồi tại bàn đầu của học sinh chấm bài.Nữ sinh mặc đồng phục thể thao, tóc buộc đuôi gà rời vị trí, chạy tới lui trong lớp học, gây mất trật tự. Dù được thầy nhắc nhưng em lại gây ồn. Khi bị phạt bắt đứng trước lớp, nữ sinh vẫn cười đùa. Thầy chủ nhiệm sau đó bắt em quỳ trước lớp. Cô bé tiếp tục đùa giỡn với một số học sinh khác. Đang chấm bài, thầy giáo xoay người ""vả"" học trò."
1,1,1,1,Cô giáo bắt trẻ dùng tay thông tắc bồn cầu,"Cô Karla Lassiter là giáo viên mẫu giáo tại trường Tiểu học Crystal Hill ở Little Rock, bang Arkansas. Cô bị gia đình một cậu bé 5 tuổi tố cáo đã ép buộc con họ phải vào nhà vệ sinh, lấy phân và khăn giấy bẩn ra khỏi bồn cầu đang bị tắc.Chị Ashley Murry, mẹ của nam sinh, nói với : ""Cô giáo này đã nói chuyện với tôi qua điện thoại và thừa nhận hành vi của mình là sai trái nhưng không đưa ra lời giải thích nào. Tuy nhiên, khi nói chuyện với hiệu trưởng, cô ấy lại bảo rằng đang cố gắng dạy trẻ cách không làm tắc nhà vệ sinh"".Trường Crystal Hill là nơi xảy ra việc giáo viên bắt học sinh dùng tay không thông tắc bồn cầu. Ảnh:"
1,1,1,1,Thầy giáo ở Sài Gòn bị tố xúc phạm học trò,"Trao đổi với chiều 9/12, bà Trần Phạm Diễm Thúy - Hiệu trưởng THCS Trần Văn Đang (quận Tân Bình, TP HCM) - cho biết, Ban giám hiệu vừa đình chỉ công tác giảng dạy ông Nguyễn do có biểu hiện xúc phạm nhân phẩm học sinh lớp 7/3.
 Ông Nguyễn là tổ trưởng bộ môn Toán, công tác tại trường hơn 20 năm nay.
 Trường THCS Trần Văn Đang (quận Tân Bình, TP HCM). Ảnh:"
1,1,1,1,Thầy giáo xin lỗi 7 học sinh bị cắt dép,"Ngày 3/9, Sở GD&ĐT Hậu Giang họp báo, công bố kỷ luật cảnh cáo toàn ngành và hạ bậc thi đua đối với ông Võ Văn Thường, giáo viên THPT Vị Thủy (Phân hiệu xã Vĩnh Thuận Tây). Ngoài việc xin lỗi 7 gia đình có học sinh bị cắt dép, thầy giáo này đã bồi thường cho mỗi em 200.000 đồng để mua dép mới.
 Theo Giám đốc Sở GD&ĐT Hậu Giang Lê Hoàng Tươi, thầy Thường đã không chú trọng những nguyên tắc sư phạm, làm việc phản cảm, gây mất uy tín của ngành. Đại diện Ban giám hiệu THPT Vị Thủy cũng gặp gia đình các em để xin lỗi, trả lại những đôi dép bị thầy Thường tịch thu nhưng chưa kịp cắt.
 Người đứng đầu ngành giáo dục Hậu Giang chỉ đạo các trường xem lại việc thực hiện nội quy đầu năm học mới. Đối với quy định đồng phục khi thực hiện cần minh bạch, công khai, có sự đồng thuận của phụ huynh. Khi các em vi phạm phải được kiểm tra, nhắc nhở đồng bộ, tránh xử lý phản cảm.
 Tuần trước, nhiều phụ huynh xã Vĩnh Thuận Tây bức xúc khi thấy con đi học về với đôi chân trần và cho biết bị giáo viên tịch thu, cắt dép."
1,1,1,1,Hiệu trưởng thuê người nhập điểm học bạ bị khiển trách,"Sở Giáo dục và Đào tạo tỉnh Đồng Tháp hôm nay cho biết trong quyết định kỷ luật công bố hôm qua ngoài bà Yến, một số giáo viên có liên quan bị phê bình nghiêm khắc.Trường THPT TP Sa Đéc nơi xảy ra vụ việc. Ảnh: Theo phản ánh từ ba tháng trước, giáo viên phải ký khống học bạ (khi chưa có điểm) theo yêu cầu của lãnh đạo nhà trường. Mỗi năm trường ấn định hai ngày để các thầy cô ký xác nhận học bạ cho khoảng 1.500 học sinh. Giáo viên bị trừ từ 100.000 đến 120.000 đồng để trả cho người nhập điểm vào cuối năm học. Sự việc đã xảy ra trong nhiều năm.Sở Giáo dục và Đào tạo tỉnh Đồng Tháp sau đó xác định việc này sai quy định, yêu cầu chấm dứt. Ngoài ra, quyết định kỷ luật nêu trên còn liên quan những sai phạm khác như thu chi, nâng lương giáo viên sai quy định."
1,1,1,1,Đình chỉ giáo viên nhắn tin dung tục với nữ sinh,"Thanh tra Sở Giáo dục và Đào tạo Đồng Tháp hôm nay xác nhận trường THPT chuyên Nguyễn Quang Diêu đã đình chỉ giảng dạy trên lớp và bồi dưỡng học sinh giỏi của giáo viên này.Trước đó, trên mạng xã hội lan truyền ảnh chụp nội dung trò chuyện được cho là của nam giáo viên với một nữ sinh (nay đã tốt nghiệp) của trường. Nội dung tin nhắn có nhiều từ ngữ bị đánh giá khiêu dâm, dung tục, thể hiện tình cảm trên mức thầy trò giữa hai người. Sau khi thanh tra Sở và trường vào cuộc xác minh, nam giáo viên thừa nhận nội dung tin nhắn là của mình và thể hiện sự hối hận. Ông này đã có gia đình.Nhà trường đánh giá nam giáo viên vi phạm quy tắc ứng xử văn hóa thông qua tin nhắn có nội dung không lành mạnh. Trường sẽ lập hội đồng kỷ luật để xử lý vụ việc tùy theo mức độ.Thanh tra Sở Giáo dục và Đào tạo Đồng Tháp cho biết sẽ kiên quyết xử lý nghiêm vì vụ việc ảnh hưởng đến hình ảnh nhà giáo, ngành giáo dục và nhà trường, nhất là với một trường chuyên của tỉnh."
1,1,1,1,Nữ giáo viên tiểu học đánh đồng nghiệp ngay trước giờ chào cờ,"Ngày 19/3, ông Lê Đình Phong, Trưởng phòng Giáo dục huyện Phú Vang (Thừa Thiên - Huế), cho biết sẽ thẩm tra lại việc nữ giáo viên Lê Thị Sen (49 tuổi) đánh đồng nghiệp Lương Thị Diệu Hoa (55 tuổi) ngay tại trường tiểu học Phú An 1 (xã Phú An).
 Theo tường trình của cô Lương Thị Diệu Hoa, khoảng 7h sáng 9/3, cô đến lớp như thường lệ để chuẩn bị cho buổi chào cờ ngày đầu tuần. Trong lúc đang trò chuyện với giáo viên tổng phụ trách của trường thì đồng nghiệp Lê Thị Sen đi từ trên cầu thang xuống gọi riêng ra nói chuyện.
 Cô Hoa bị cô Sen kéo vào góc khuất cầu thang tầng 1, dùng tay đánh, đấm túi bụi vào người. Chưa dừng lại, cô này còn ghì đầu nạn nhân xuống nền nhà rồi dứt tóc. Do đang chuẩn bị cho buổi chào cờ nên nhiều học sinh cũng như cán bộ, giáo viên chứng kiến sự việc.
 Cô giáo Hoa cho hay, dù sự việc đã qua gần 10 ngày nhưng cô vẫn sốc. Ảnh:"
1,1,1,1,Cô giáo Toán ở Sài Gòn không nói suốt ba tháng đứng lớp,"Sáng 28/3, ông Bùi Minh Bình, Hiệu trưởng THPT Long Thới (huyện Nhà Bè, TP HCM) cho biết đang làm báo cáo gửi Sở Giáo dục và Đào tạo về phản ánh của học sinh lớp 11A1 Phạm Song Toàn, tại buổi gặp gỡ giữa lãnh đạo ngành với học sinh tiêu biểu.
 Em Toàn kể, cô giáo môn Toán khi lên bục giảng ""không nói gì với chúng con cả, cô không dạy, chỉ viết lên bảng"". Sự việc kéo dài đã hơn một học kỳ, cả lớp phải tự học, tự làm bài. Giáo viên chủ nhiệm lớp đã cố gắng giải quyết nhưng không thành công. Hội trường kín người hôm đó tỏ ra bất ngờ về câu chuyện.
 Theo ông Bình, sau khi làm việc với lớp và giáo viên môn Toán Trần Thị Minh Châu, nhà trường xác định học sinh phản ánh đúng. Cô Châu về dạy từ đầu năm 2012, từng bị Sở Giáo dục cảnh cáo vì có lời nói xúc phạm đến học sinh.
 Nữ sinh Phạm Song Toàn kể về cô giáo Toán trong buổi gặp gỡ với lãnh đạo Sở Giáo dục và Đào tạoTP HCM. Ảnh:"
1,1,1,1,"Nói tục với học sinh, thầy giáo ở Sài Gòn bị đình chỉ dạy","Ngày 4/4, ông Võ Ngọc Sơn (Hiệu trưởng THPT Hàn Thuyên, quận Phú Nhuận, TP HCM) cho biết đã tạm ngưng công tác giảng dạy với ông Trần Huy Khôi (giáo viên Văn) vì có những phát ngôn không chuẩn mực với tư cách giáo viên. Từ cuối tháng 3 đến hết năm học này, ông Khôi công tác tại thư viện trường.
 Động thái này diễn ra sau khi hai lớp 12 đã viết tâm thư gửi Hiệu trưởng và Ban giám hiệu, kiến nghị đổi giáo viên Văn.
 Các em cho rằng, 
 Trường THPT Hàn Thuyên (quận Phú Nhuận, TP HCM). Ảnh:"
0,0,0,0,Giành học bổng tiến sĩ sau 4 năm học song song cử nhân và thạc sĩ,"Lê Nguyễn Trà My, tốt nghiệp xuất sắc chương trình thạc sĩ Quản trị truyền thông chiến lược ở Đại học Monash, Australia, hồi tháng 9 với điểm trung bình học tập (GPA) 3.75/4. Hai tháng sau, cô nhận học bổng toàn phần tiến sĩ, gồm học phí, sinh hoạt phí và bảo hiểm, trị giá 4 tỷ đồng, của Đại học Deakin.""My xuất sắc"", bà Thu Nguyễn Võ, Giám đốc tuyển sinh Đại học Deakin tại Việt Nam và Campuchia, nói, cho biết muốn học lên tiến sĩ, học viên phải có thành tích tốt ở bậc thạc sĩ, tiếng Anh giỏi và luận văn có chủ đề phù hợp với định hướng của trường.Anh Huỳnh Tấn Đạt, tiến sĩ Kinh tế tại Đại học Công nghệ Sydney, Chủ tịch Hội Sinh viên Việt Nam tại Australia, cũng nhìn nhận để đạt được học bổng tiến sĩ toàn phần như My thì năng lực học tập phải vượt trội.""Từ lúc có ý định học tiến sĩ, My đã chủ động xin lời khuyên từ các anh chị đi trước và nỗ lực để đạt được mục tiêu này"", anh Đạt nói."
